transaction_id,trans_date_trans_time,card_number,merchant_name,merchant_category,transaction_amount,gender,transaction_location,Cities,State,dob,fraud_flag
1852,21-06-2020,6010000000000000.0,fraud_Fritsch LLC,13,7.88,0,594 Berry Lights Apt. 392,810,26,08-02-1983,0
1853,21-06-2020,6010000000000000.0,fraud_Weimann-Lockman,7,29.14,0,3379 Williams Common,412,5,31-07-1975,0
1854,21-06-2020,213000000000000.0,fraud_Bahringer Group,5,16.49,0,010 Weaver Land,117,4,15-01-1951,0
1855,21-06-2020,213000000000000.0,fraud_Kassulke Inc,0,19.09,0,4664 Sanchez Common Suite 930,85,39,03-06-1984,0
1856,21-06-2020,38600000000000.0,fraud_Botsford Ltd,12,7.32,0,3047 Jeff Place,443,42,23-11-1990,0
1857,21-06-2020,3560000000000000.0,fraud_Hermann and Sons,12,842.65,0,63542 Luna Brook Apt. 012,541,42,15-09-1969,1
1858,21-06-2020,6600000000000000.0,fraud_Lynch-Wisozk,6,146.57,1,610 Samantha Park Suite 149,806,11,16-05-1968,0
1859,21-06-2020,571000000000.0,"fraud_Hintz, Bauch and Smith",5,7.06,0,0069 Robin Brooks Apt. 695,224,21,12-07-1995,0
1860,21-06-2020,371000000000000.0,fraud_Daugherty LLC,7,107.39,0,298 Kayla Lights,94,37,25-05-1985,0
1861,21-06-2020,6010000000000000.0,fraud_Jakubowski Inc,6,53.54,1,50843 Vincent Mission,699,45,30-08-1957,0
1862,21-06-2020,4990000000000000.0,fraud_Ernser-Feest,6,75.46,0,907 Courtney Via Apt. 896,350,16,18-06-1959,0
1863,21-06-2020,3580000000000000.0,"fraud_Parker, Nolan and Trantow",0,139.32,0,899 Michele View Suite 960,587,37,01-01-1985,0
1864,21-06-2020,4070000000000000.0,fraud_Johnston-Casper,13,5.61,0,44089 Carrie Crossing Suite 954,241,42,09-04-1967,0
1865,21-06-2020,345000000000000.0,fraud_Schaefer Ltd,7,30.54,1,78652 Scott Ports,32,18,03-04-1960,0
1866,21-06-2020,4460000000000.0,"fraud_Torp, Muller and Borer",5,9.83,0,118 Cabrera Springs Apt. 105,397,8,24-01-1990,0
1867,21-06-2020,4.56e+18,fraud_Botsford and Sons,6,253.8,0,6343 Ramirez Skyway Apt. 518,393,4,18-10-1972,0
1868,21-06-2020,4330000000000000.0,fraud_Bahringer Group,5,60.82,1,7483 Navarro Flats,252,49,02-08-1967,0
1869,21-06-2020,3530000000000000.0,fraud_Crooks and Sons,10,12.74,0,974 Cindy Stream,87,45,13-07-1975,0
1870,21-06-2020,30000000000000.0,fraud_Shields-Wunsch,5,63.4,1,4319 Watson Shoals Suite 658,239,33,09-10-1970,0
1871,21-06-2020,4950000000000000.0,fraud_Gaylord-Powlowski,6,129.63,0,386 Randolph Throughway,771,34,05-04-1957,0
1872,21-06-2020,4.29e+18,fraud_Tromp Group,13,569.96,1,135 Joseph Mountains,720,25,16-08-1995,0
1873,21-06-2020,4780000000000000.0,fraud_Abernathy and Sons,1,60.7,1,08966 Beltran Route Suite 905,547,37,24-04-1987,0
1874,21-06-2020,2710000000000000.0,fraud_Kris-Padberg,12,125.84,1,4739 Martin Common,820,34,18-12-1978,0
1875,21-06-2020,372000000000000.0,fraud_Champlin and Sons,6,97.79,1,062 Poole Hollow Apt. 815,188,40,13-03-1970,0
1876,21-06-2020,4680000000000.0,fraud_Douglas-White,0,82.16,1,8925 Nicholas Points,221,17,01-07-1972,0
1877,21-06-2020,4.86e+18,"fraud_Prosacco, Kreiger and Kovacek",6,65.41,0,65417 Walsh Radial Suite 691,656,17,16-12-1977,0
1878,21-06-2020,582000000000.0,"fraud_Streich, Rolfson and Wilderman",7,127.01,1,911 Sabrina Trafficway,145,37,28-07-1973,0
1879,21-06-2020,676000000000.0,"fraud_Reichert, Shanahan and Hayes",11,2.29,0,8699 Lindsay Ford Apt. 486,508,4,21-08-1985,0
1880,21-06-2020,30000000000000.0,fraud_Stark-Koss,6,24.36,1,4319 Watson Shoals Suite 658,239,33,09-10-1970,0
1881,21-06-2020,4.31e+18,fraud_Crooks and Sons,10,22.05,1,26678 Lisa Locks Apt. 904,345,5,21-09-1969,0
1882,21-06-2020,345000000000000.0,fraud_Torphy-Goyette,12,5.22,0,2924 Bobby Trafficway,678,8,30-01-1986,0
1883,21-06-2020,502000000000.0,fraud_Ratke and Sons,5,8.33,0,06393 Nancy Parkways Suite 855,255,1,08-01-1970,0
1884,21-06-2020,30400000000000.0,fraud_Reilly and Sons,5,7.39,0,6574 William Hill Apt. 375,358,37,22-06-1981,0
1885,21-06-2020,4100000000000000.0,fraud_Turner and Sons,12,8.82,0,901 Todd Gardens Apt. 466,501,4,19-09-1988,0
1886,21-06-2020,6010000000000000.0,"fraud_Weimann, Kuhic and Beahan",12,7.8,0,2807 Parker Station Suite 080,711,22,04-12-1995,0
1887,21-06-2020,3540000000000000.0,"fraud_Nienow, Barrows and Romaguera",10,78.67,0,376 Brown Courts,819,49,16-11-1941,0
240652,15-09-2020,4230000000000000.0,fraud_Medhurst PLC,11,1039.27,1,7838 Jason Squares,227,16,03-05-1990,1
1888,21-06-2020,30300000000000.0,fraud_Gottlieb-Hansen,10,10.07,0,182 Sergio Summit Apt. 129,100,23,14-07-1954,0
1889,21-06-2020,30100000000000.0,fraud_Stamm-Witting,11,6.05,0,44197 Jeffrey Port Suite 050,91,30,17-08-1980,0
1890,21-06-2020,3550000000000000.0,"fraud_Ledner, Hartmann and Feest",5,9.56,0,597 Jenny Ford Apt. 543,748,33,09-10-1976,0
1891,21-06-2020,3520000000000000.0,fraud_Thompson-Gleason,5,22.55,0,94225 Smith Springs Apt. 617,765,8,07-05-1986,1
1892,21-06-2020,4740000000000000.0,"fraud_Berge, Kautzer and Harris",10,150.78,0,13776 Hicks Plains,595,33,16-10-1962,0
1893,21-06-2020,6010000000000000.0,fraud_Smith-Stokes,9,3.71,1,06730 Joshua Isle Suite 555,529,18,03-04-1986,0
1894,21-06-2020,3550000000000000.0,fraud_Kassulke PLC,11,55.98,0,597 Jenny Ford Apt. 543,748,33,09-10-1976,0
1895,21-06-2020,180000000000000.0,fraud_Cummerata-Hilpert,0,43.79,0,82468 Michelle Village Suite 556,360,13,20-01-1992,0
1896,21-06-2020,4240000000000.0,"fraud_Cole, Hills and Jewess",6,56.96,1,826 Benjamin Stravenue,9,44,04-10-1991,0
1897,21-06-2020,6540000000000000.0,fraud_Champlin-Casper,6,2.77,1,701 Wilson Divide,322,14,08-02-1982,0
1898,21-06-2020,4.8e+18,fraud_Schimmel-Olson,7,104.34,0,3310 Davidson Spurs Apt. 107,556,14,13-03-1991,0
1899,21-06-2020,3550000000000000.0,fraud_Kris-Kertzmann,13,786.93,0,7921 Robert Port Suite 343,606,42,30-05-1956,0
1900,21-06-2020,3530000000000000.0,fraud_Hills-Boyer,10,29.77,1,782 Lee Crossing Apt. 209,781,28,08-11-1951,0
1901,21-06-2020,630000000000.0,fraud_Heller PLC,5,35.7,0,2870 Bean Terrace Apt. 756,733,48,29-08-1981,0
1902,21-06-2020,30400000000000.0,fraud_Quitzon-Goyette,6,37.88,0,6574 William Hill Apt. 375,358,37,22-06-1981,0
1903,21-06-2020,4.38e+18,fraud_Beier-Hyatt,12,9.96,1,93914 Gregory Via,546,4,03-01-1974,0
1904,21-06-2020,3590000000000000.0,fraud_Volkman PLC,1,3.21,0,02110 Lucas Freeway Suite 517,51,11,02-01-1997,0
1905,21-06-2020,4610000000000000.0,"fraud_Rohan, White and Aufderhar",8,104.11,0,3312 Rachel Parks Suite 474,718,33,11-01-1996,0
1906,21-06-2020,4010000000000000.0,fraud_Kuhic LLC,11,1128.26,1,458 Phillips Island Apt. 768,193,17,31-05-1994,1
1907,21-06-2020,371000000000000.0,"fraud_Dare, Casper and Bartoletti",7,152.14,0,85430 Julie Trafficway Suite 792,503,13,24-12-1974,0
1908,21-06-2020,372000000000000.0,fraud_Bins-Howell,10,18.03,1,0495 Baker Manors,559,33,09-06-1949,0
1909,21-06-2020,6600000000000000.0,"fraud_Bradtke, Torp and Bahringer",10,31.75,0,72030 Shelton Crossing Apt. 742,717,30,11-09-1969,0
1910,21-06-2020,2360000000000000.0,fraud_Beier and Sons,6,6.45,1,17355 Mendoza Bypass Suite 059,410,19,30-10-1924,0
1911,21-06-2020,30500000000000.0,fraud_Gulgowski LLC,6,5.94,0,144 Martinez Curve,128,14,05-01-1955,0
1912,21-06-2020,213000000000000.0,"fraud_Lowe, Dietrich and Erdman",7,88.33,0,736 Moss Motorway Suite 549,339,3,20-01-1955,0
1913,21-06-2020,3600000000000000.0,"fraud_Hettinger, McCullough and Fay",6,25.23,1,3283 James Station,244,26,14-05-1993,0
1914,21-06-2020,4940000000000000.0,"fraud_Hauck, Dietrich and Funk",7,78.86,0,3531 Hamilton Highway,642,42,07-11-1990,0
1915,21-06-2020,5150000000000000.0,fraud_Greenholt Ltd,5,24.09,0,825 Martinez Springs Apt. 625,805,48,05-10-1993,0
1916,21-06-2020,4.54e+18,fraud_Adams-Barrows,5,103.26,1,767 Adam Mill Apt. 115,233,31,18-07-1972,0
1917,21-06-2020,4340000000000000.0,fraud_Stiedemann Ltd,1,5.31,1,1852 Vincent Isle Suite 328,518,33,16-02-1994,0
1918,21-06-2020,3540000000000000.0,fraud_Zulauf LLC,10,2.63,0,376 Brown Courts,819,49,16-11-1941,0
1919,21-06-2020,180000000000000.0,fraud_Metz-Boehm,12,92.69,0,250 Benjamin Hill Apt. 026,476,1,05-01-1972,0
1920,21-06-2020,30200000000000.0,"fraud_Boehm, Predovic and Reinger",9,28.45,1,8614 Reed Glen,789,33,16-08-1977,0
1921,21-06-2020,3560000000000000.0,"fraud_Runte, Green and Emard",5,295.64,1,609 Hunt Grove,658,16,17-03-1967,0
1922,21-06-2020,4300000000000000.0,fraud_Rolfson-Kunde,10,23.68,1,384 Newman Forks Apt. 370,62,11,08-08-1964,0
1923,21-06-2020,3510000000000000.0,"fraud_Nicolas, Hills and McGlynn",0,37.47,1,663 Ramirez Trace Apt. 951,341,1,01-04-1973,0
1924,21-06-2020,3500000000000000.0,fraud_Kutch-Wilderman,6,34.48,1,31472 Cody Place Suite 740,371,19,08-09-1976,0
1925,21-06-2020,60487002085.0,fraud_Powlowski-Weimann,1,119.91,1,66234 Hall Lock Suite 758,353,24,15-08-1972,0
1926,21-06-2020,378000000000000.0,fraud_Ankunding LLC,11,2.83,1,586 Thomas Cliffs,548,47,11-09-1975,0
1927,21-06-2020,2700000000000000.0,fraud_Berge-Hills,7,10.1,0,561 Perry Cove,486,26,09-03-1988,0
1928,21-06-2020,4170000000000000.0,fraud_Kozey-Kuhlman,10,3.3,1,830 Myers Plaza Apt. 384,220,35,10-05-1993,0
242194,16-09-2020,3530000000000000.0,fraud_Dach-Nader,8,732.99,1,0638 Fred Ramp Suite 086,567,4,04-06-1963,1
1929,21-06-2020,342000000000000.0,"fraud_Nienow, Barrows and Romaguera",10,5.54,0,334 Adam Mountains Apt. 868,440,44,19-06-1999,0
1930,21-06-2020,4170000000000.0,fraud_Frami Group,0,210.34,0,6744 Jimmy Extensions,599,33,27-09-1962,0
1931,21-06-2020,6010000000000000.0,fraud_Kihn-Fritsch,1,8.57,0,4038 Smith Avenue,361,1,02-11-1971,0
1932,21-06-2020,180000000000000.0,"fraud_Becker, Harris and Harvey",10,7.31,0,17666 David Valleys,722,4,22-09-1972,0
1933,21-06-2020,30200000000000.0,fraud_Fritsch and Sons,5,109.32,1,3304 Hernandez Run,3,21,06-04-1958,0
1934,21-06-2020,3530000000000000.0,fraud_Kuhic LLC,11,9.81,0,128 Nathan Ramp,46,33,01-03-1994,0
1935,21-06-2020,2720000000000000.0,"fraud_Nitzsche, Kessler and Wolff",12,9.94,1,854 Walker Dale Suite 488,82,20,22-08-1997,0
1936,21-06-2020,4170000000000000.0,fraud_Roob-Okuneva,5,14.17,0,3160 Tina Estates Suite 234,447,39,06-10-1934,0
1937,21-06-2020,3570000000000000.0,fraud_Volkman-Predovic,11,1.87,1,428 Morgan River,337,33,29-07-1998,0
1938,21-06-2020,4380000000000000.0,"fraud_Schroeder, Wolff and Hermiston",13,4.32,1,2123 Jonathan Falls Suite 753,315,41,19-04-1982,0
1939,21-06-2020,2280000000000000.0,"fraud_Hayes, Marquardt and Dibbert",8,3.1,0,9345 Spencer Junctions Suite 183,12,9,27-12-1997,0
1940,21-06-2020,3570000000000000.0,"fraud_Medhurst, Labadie and Gottlieb",13,5.19,1,428 Morgan River,337,33,29-07-1998,0
1941,21-06-2020,30200000000000.0,"fraud_Dare, Casper and Bartoletti",7,122.66,0,9824 Mitchell Run,604,36,25-12-1953,0
1942,21-06-2020,4.79e+18,fraud_Morissette PLC,12,373.35,0,7952 Karen Pike,186,15,01-10-1978,0
1943,21-06-2020,568000000000.0,fraud_Stamm-Witting,11,3.32,0,789 Herring Manors,333,42,16-12-1984,0
1944,21-06-2020,4.09e+18,"fraud_Schneider, Hayes and Nikolaus",1,19.58,1,478 Alexandria Mount,77,26,07-12-1945,0
1945,21-06-2020,2250000000000000.0,"fraud_Roberts, Daniel and Macejkovic",7,45.39,1,220 Frank Gardens,319,47,19-08-1991,0
1946,21-06-2020,3510000000000000.0,fraud_Cartwright PLC,7,5.88,1,0356 Sarah Light,44,23,26-07-2001,0
1947,21-06-2020,4.54e+18,fraud_Mohr-Bayer,11,1.62,1,767 Adam Mill Apt. 115,233,31,18-07-1972,0
1948,21-06-2020,630000000000.0,fraud_Lubowitz-Walter,7,47.32,1,8088 Sherman Radial Suite 689,317,4,07-02-1973,0
1949,21-06-2020,373000000000000.0,fraud_Kling-Ernser,0,100.74,0,4293 Ramirez Squares,618,22,20-02-2000,0
1950,21-06-2020,3530000000000000.0,fraud_Schoen-Quigley,7,60.08,0,128 Nathan Ramp,46,33,01-03-1994,0
1951,21-06-2020,4940000000000000.0,fraud_Dooley Inc,12,9.07,0,3531 Hamilton Highway,642,42,07-11-1990,0
1952,21-06-2020,377000000000000.0,"fraud_Langosh, Wintheiser and Hyatt",1,28.55,0,43576 Kristina Islands,684,48,14-02-1966,0
1953,21-06-2020,38900000000000.0,"fraud_Cronin, Kshlerin and Weber",5,42.49,1,594 White Dale Suite 530,433,12,19-01-1962,0
1954,21-06-2020,6600000000000000.0,fraud_Hamill-D'Amore,5,151.8,0,72030 Shelton Crossing Apt. 742,717,30,11-09-1969,0
1955,21-06-2020,30200000000000.0,"fraud_Schroeder, Wolff and Hermiston",13,3.18,1,7188 Melissa Crest Apt. 151,515,47,22-01-1978,0
1956,21-06-2020,4010000000000000.0,"fraud_Reichert, Rowe and Mraz",11,931.82,1,458 Phillips Island Apt. 768,193,17,31-05-1994,1
1957,21-06-2020,30000000000000.0,fraud_Dietrich-Fadel,5,98.53,0,87665 Karen Mill Apt. 586,250,8,29-08-1985,0
1958,21-06-2020,4860000000000.0,fraud_Douglas-White,0,22.22,0,897 Daugherty Mission,277,37,15-09-1956,0
1959,21-06-2020,4.86e+18,fraud_Quitzon-Goyette,6,210.08,0,65417 Walsh Radial Suite 691,656,17,16-12-1977,0
1960,21-06-2020,6600000000000000.0,"fraud_Dare, Fritsch and Zboncak",5,13.38,1,4725 Hurst Curve Apt. 634,326,42,23-08-1964,0
1961,21-06-2020,213000000000000.0,fraud_Padberg-Sauer,6,4.95,0,05050 Rogers Well Apt. 439,637,49,01-08-1984,0
1962,21-06-2020,6010000000000000.0,fraud_Ankunding LLC,11,7.84,0,4038 Smith Avenue,361,1,02-11-1971,0
1963,21-06-2020,6010000000000000.0,fraud_Pagac LLC,12,3.69,0,4038 Smith Avenue,361,1,02-11-1971,0
1964,21-06-2020,4.79e+18,fraud_Goyette-Herzog,13,2.94,0,7952 Karen Pike,186,15,01-10-1978,0
1965,21-06-2020,38900000000000.0,"fraud_Schoen, Nienow and Bauch",10,32.04,0,12087 Michael Light,167,34,24-06-1979,0
1966,21-06-2020,3550000000000000.0,fraud_Pacocha-Bauch,12,9.71,0,7202 Jeffrey Mills,156,46,01-09-1984,0
1967,21-06-2020,180000000000000.0,"fraud_Zemlak, Tillman and Cremin",10,137.69,0,2481 Mills Lock,591,30,19-07-1974,0
1968,21-06-2020,4010000000000000.0,"fraud_Kihn, Abernathy and Douglas",11,983.0,1,458 Phillips Island Apt. 768,193,17,31-05-1994,1
1969,21-06-2020,374000000000000.0,fraud_Johns Inc,0,131.5,0,554 Mcdonald Valley Apt. 539,463,42,12-11-1970,0
245890,18-09-2020,30000000000000.0,fraud_Hudson-Grady,12,729.49,1,4319 Watson Shoals Suite 658,239,33,09-10-1970,1
1970,21-06-2020,6540000000000000.0,"fraud_Swaniawski, Nitzsche and Welch",5,51.2,1,23383 Denise Pine Apt. 099,655,4,19-09-1966,0
1971,21-06-2020,574000000000.0,fraud_Kuhic LLC,11,5.18,1,0423 Kirby Field Suite 623,809,13,23-07-1986,0
1972,21-06-2020,372000000000000.0,fraud_Jacobi Inc,5,33.57,1,0495 Baker Manors,559,33,09-06-1949,0
2024,21-06-2020,6590000000000000.0,fraud_Klein Group,0,21.91,0,8425 Daniel Knolls Suite 288,587,37,23-05-1972,0
2025,21-06-2020,6010000000000000.0,"fraud_Schneider, Hayes and Nikolaus",1,121.13,0,950 Sheryl Spurs,210,37,05-02-1951,0
2026,21-06-2020,6560000000000000.0,fraud_Lemke-Gutmann,11,955.16,1,619 Jeremy Garden Apt. 681,64,47,10-09-1958,1
2027,21-06-2020,3530000000000000.0,"fraud_Bahringer, Bergnaum and Quitzon",6,75.63,1,713 Scott Pike Apt. 712,92,25,15-01-1978,0
2028,22-06-2020,4.66e+18,fraud_Heller-Langosh,2,66.75,0,24607 Charles Mountains,245,37,04-08-1963,0
2029,22-06-2020,213000000000000.0,fraud_Hintz-Bruen,3,99.94,0,77944 Daniels Valley Suite 921,111,33,27-09-1959,0
2030,22-06-2020,6600000000000000.0,fraud_McGlynn-Heathcote,8,325.61,0,72030 Shelton Crossing Apt. 742,717,30,11-09-1969,0
2031,22-06-2020,676000000000.0,fraud_Bernhard Inc,2,84.13,0,8699 Lindsay Ford Apt. 486,508,4,21-08-1985,0
2032,22-06-2020,3560000000000000.0,fraud_Bahringer-Larson,3,53.75,1,7915 Dawn Roads Apt. 544,683,33,03-03-1984,0
2033,22-06-2020,213000000000000.0,fraud_Ernser-Lynch,1,68.39,0,622 Robin Run Suite 764,255,1,09-02-1963,0
2034,22-06-2020,6520000000000000.0,fraud_Jewess LLC,12,7.47,1,560 Molina Path,544,33,13-04-1953,0
2035,22-06-2020,2290000000000000.0,"fraud_Reilly, Heaney and Cole",2,55.32,0,2788 Brittney Island,74,23,27-05-1950,0
2036,22-06-2020,6510000000000000.0,fraud_Schmidt and Sons,11,9.59,1,74835 Garner Point,653,32,24-08-1946,0
2037,22-06-2020,4.31e+18,fraud_Eichmann-Russel,9,1.23,1,26678 Lisa Locks Apt. 904,345,5,21-09-1969,0
2038,22-06-2020,2710000000000000.0,"fraud_Rodriguez, Yost and Jenkins",8,91.61,1,4739 Martin Common,820,34,18-12-1978,0
2039,22-06-2020,4010000000000000.0,"fraud_Rodriguez, Yost and Jenkins",8,701.81,1,458 Phillips Island Apt. 768,193,17,31-05-1994,1
2040,22-06-2020,36200000000000.0,"fraud_Bernier, Streich and Jewess",3,66.39,0,582 Rodriguez Wells,6,31,11-04-1976,0
2041,22-06-2020,4960000000000.0,fraud_Friesen-D'Amore,2,62.62,1,0547 Russell Ford Suite 574,380,5,04-12-1955,0
2042,22-06-2020,4.47e+18,"fraud_Huel, Hammes and Witting",4,48.33,1,4005 Dana Glens,466,18,22-11-1980,0
2043,22-06-2020,376000000000000.0,fraud_Powlowski-Weimann,1,68.5,1,62931 Ralph Court,392,8,28-09-1961,0
2044,22-06-2020,639000000000.0,fraud_Miller-Hauck,4,108.2,1,696 Matthew Ford Suite 157,554,13,01-08-1982,0
2045,22-06-2020,3590000000000000.0,fraud_Skiles-Ankunding,3,54.07,0,350 Stacy Glens,703,40,05-03-1972,0
2046,22-06-2020,180000000000000.0,fraud_Gutmann-Upton,9,36.28,1,721 Jacqueline Brooks,512,13,05-10-1993,0
2047,22-06-2020,3580000000000000.0,fraud_Block Group,9,16.15,0,72269 Elizabeth Field Apt. 132,588,3,24-10-1981,0
2048,22-06-2020,4340000000000000.0,"fraud_Turner, Ruecker and Parisian",9,44.17,1,30587 Fox Shores Apt. 627,245,37,29-09-1976,0
2049,22-06-2020,373000000000000.0,fraud_Schmitt Ltd,8,432.31,0,26544 Andrea Glen,268,21,18-06-1985,0
2050,22-06-2020,561000000000.0,fraud_Kerluke Inc,8,5.2,0,343 Joshua Views,408,14,19-03-1953,0
2051,22-06-2020,676000000000.0,fraud_Block Group,9,6.39,0,329 Emily Cape,114,8,09-02-1968,0
10167,24-06-2020,180000000000000.0,fraud_Murray-Smitham,4,287.38,1,08469 Trujillo Forge,710,33,30-03-1959,1
2052,22-06-2020,4030000000000000.0,"fraud_Roob, Conn and Tremblay",12,4.73,0,23142 Montoya Island Apt. 742,160,37,20-03-1949,0
2053,22-06-2020,6010000000000000.0,fraud_Medhurst PLC,11,81.6,1,529 Joshua Knoll Apt. 511,420,49,05-07-1981,0
2054,22-06-2020,4840000000000000.0,fraud_Herman Inc,9,41.19,1,2161 Blankenship Freeway,790,45,28-10-1989,0
2055,22-06-2020,4.43e+18,fraud_Volkman Ltd,8,4.13,1,621 Smith Hollow Apt. 738,743,15,25-06-1975,0
2056,22-06-2020,213000000000000.0,"fraud_Schaefer, Fay and Hilll",0,54.02,1,822 Austin Spur,531,14,07-10-1959,0
2057,22-06-2020,4030000000000000.0,fraud_Prohaska-Murray,2,42.27,0,23142 Montoya Island Apt. 742,160,37,20-03-1949,0
2058,22-06-2020,676000000000.0,fraud_Welch Inc,8,8.97,0,54220 April Union Suite 403,635,21,02-11-1993,0
2059,22-06-2020,180000000000000.0,"fraud_Monahan, Bogisich and Ledner",9,5.2,1,25748 John Wells,484,26,08-12-1953,0
2060,22-06-2020,30100000000000.0,fraud_Schmitt Inc,2,64.29,1,01479 Murray Circle,449,30,29-04-1993,0
2061,22-06-2020,4270000000000000.0,"fraud_Kerluke, Considine and Macejkovic",8,15.72,0,68248 Deanna Land,231,2,05-01-1954,0
2062,22-06-2020,3540000000000000.0,fraud_Kutch-Hegmann,3,100.92,1,892 Solis Neck,421,22,27-01-1987,0
2063,22-06-2020,4.79e+18,fraud_Spinka Inc,3,78.54,0,7952 Karen Pike,186,15,01-10-1978,0
2064,22-06-2020,3540000000000000.0,fraud_Stracke-Lemke,4,240.09,0,137 Adam Dale,403,44,19-10-1977,0
2065,22-06-2020,4610000000000000.0,"fraud_Schmeler, Bashirian and Price",11,88.08,1,5155 Mary Common Apt. 927,758,37,08-07-1989,0
253829,22-09-2020,4170000000000000.0,"fraud_Lind, Huel and McClure",2,9.04,1,830 Myers Plaza Apt. 384,220,35,10-05-1993,1
2066,22-06-2020,377000000000000.0,"fraud_Raynor, Feest and Miller",2,87.12,0,43576 Kristina Islands,684,48,14-02-1966,0
2067,22-06-2020,4800000000000000.0,fraud_Turcotte-Halvorson,9,6.42,1,88794 Mandy Lodge Apt. 874,335,28,02-04-1928,0
2068,22-06-2020,30200000000000.0,fraud_Strosin-Cruickshank,4,128.94,0,5395 Colon Burgs Suite 037,736,42,02-01-1976,0
2069,22-06-2020,30300000000000.0,"fraud_Schaefer, McGlynn and Bosco",2,62.7,1,27909 Peter Motorway,110,16,03-09-1961,0
2070,22-06-2020,374000000000000.0,fraud_Marks Inc,2,53.42,1,8510 Acevedo Burgs,372,36,03-04-1942,0
2071,22-06-2020,3550000000000000.0,fraud_Huel-Langworth,8,722.94,0,597 Jenny Ford Apt. 543,748,33,09-10-1976,0
2072,22-06-2020,213000000000000.0,"fraud_Larkin, Stracke and Greenfelder",0,128.73,0,74890 Rodriguez Springs Apt. 540,791,33,24-06-1968,0
2073,22-06-2020,343000000000000.0,fraud_Abshire PLC,0,91.17,0,551 Zachary Freeway,43,26,13-08-1962,0
2074,22-06-2020,2300000000000000.0,"fraud_Eichmann, Bogan and Rodriguez",2,50.3,0,4970 Michelle Burgs,98,33,01-09-1999,0
2075,22-06-2020,3590000000000000.0,fraud_Weber and Sons,1,151.1,1,923 Jordan Road,3,22,29-06-1935,0
13345,25-06-2020,3590000000000000.0,"fraud_Mosciski, Ziemann and Farrell",11,1046.97,0,6114 Moran Way,715,20,10-05-1959,1
2076,22-06-2020,3500000000000000.0,"fraud_Hoppe, Harris and Bednar",0,38.69,0,659 Nicole Cove Suite 560,516,42,30-11-1948,0
2077,22-06-2020,4.56e+18,"fraud_Morissette, Weber and Wiegand",3,53.85,0,6343 Ramirez Skyway Apt. 518,393,4,18-10-1972,0
2078,22-06-2020,4330000000000000.0,"fraud_Moen, Reinger and Murphy",4,207.48,0,927 Cummings Manor Suite 318,280,47,06-05-1981,0
2079,22-06-2020,6010000000000000.0,fraud_Kuhn LLC,12,180.73,1,870 Rocha Drive,302,30,30-06-1965,0
2080,22-06-2020,4860000000000.0,"fraud_Schultz, Simonis and Little",4,133.22,0,897 Daugherty Mission,277,37,15-09-1956,0
2081,22-06-2020,377000000000000.0,"fraud_Ferry, Lynch and Kautzer",8,8.64,0,43576 Kristina Islands,684,48,14-02-1966,0
2082,22-06-2020,4270000000000000.0,"fraud_Bahringer, Schoen and Corkery",12,54.33,0,68248 Deanna Land,231,2,05-01-1954,0
2083,22-06-2020,3590000000000000.0,"fraud_Osinski, Ledner and Leuschke",4,211.71,0,72966 Shannon Pass Apt. 391,52,2,20-12-1975,0
2084,22-06-2020,180000000000000.0,fraud_Rutherford-Mertz,4,37.09,1,3337 Lisa Divide,662,8,28-02-1989,0
2085,22-06-2020,4660000000000000.0,fraud_Kassulke PLC,11,559.59,0,125 Kristen Dale,272,8,07-09-1948,0
2086,22-06-2020,180000000000000.0,"fraud_Reilly, Heaney and Cole",2,75.73,0,17666 David Valleys,722,4,22-09-1972,0
2087,22-06-2020,4980000000000.0,fraud_Ledner-Pfannerstill,2,58.74,1,7854 Stephanie Island Suite 788,327,34,03-04-1946,0
2088,22-06-2020,4130000000000000.0,"fraud_Schaefer, Fay and Hilll",0,152.32,1,1471 Alicia Flat Apt. 993,709,33,07-11-1961,0
2089,22-06-2020,373000000000000.0,fraud_O'Keefe-Hudson,4,195.4,0,26544 Andrea Glen,268,21,18-06-1985,0
2090,22-06-2020,4430000000000000.0,fraud_Prohaska-Murray,2,61.15,0,79209 Gary Dale,152,46,30-06-1943,0
